Model name;undefined x;undefined y;undefined z;EX_R x;EX_R y;EX_R z;EX_L x;EX_L y;EX_L z;EN_R x;EN_R y;EN_R z;EN_L x;EN_L y;EN_L z;PAS_R x;PAS_R y;PAS_R z;PAS_L x;PAS_L y;PAS_L z;PAI_R x;PAI_R y;PAI_R z;PAI_L x;PAI_L y;PAI_L z;G x;G y;G z;SN x;SN y;SN z;AL_R x;AL_R y;AL_R z;AL_L x;AL_L y;AL_L z;N x;N y;N z;PRN x;PRN y;PRN z;LS x;LS y;LS z;STO x;STO y;STO z;LI x;LI y;LI z;CH_R x;CH_R y;CH_R z;CH_L x;CH_L y;CH_L z;CP_R x;CP_R y;CP_R z;CP_L x;CP_L y;CP_L z;SL x;SL y;SL z;GN x;GN y;GN z;GOL_R x;GOL_R y;GOL_R z;GOL_L x;GOL_L y;GOL_L z;ZY_R x;ZY_R y;ZY_R z;ZY_L x;ZY_L y;ZY_L z;PG x;PG y;PG z;T_R x;T_R y;T_R z;T_L x;T_L y;T_L z;SA_R x;SA_R y;SA_R z;SA_L x;SA_L y;SA_L z;SBA_R x;SBA_R y;SBA_R z;SBA_L x;SBA_L y;SBA_L z;PA_R x;PA_R y;PA_R z;PA_L x;PA_L y;PA_L z;OBS_R x;OBS_R y;OBS_R z;OBS_L x;OBS_L y;OBS_L z;OBI_R x;OBI_R y;OBI_R z;OBI_L x;OBI_L y;OBI_L z;PRA_R x;PRA_R y;PRA_R z;PRA_L x;PRA_L y;PRA_L z;PUP_R x;PUP_R y;PUP_R z;PUP_L x;PUP_L y;PUP_L z;GNA x;GNA y;GNA z;GO2_R x;GO2_R y;GO2_R z;GO2_L x;GO2_L y;GO2_L z;V x;V y;V z;O x;O y;O z;RN_R x;RN_R y;RN_R z;RN_L x;RN_L y;RN_L z;EU2_R x;EU2_R y;EU2_R z;EU2_L x;EU2_L y;EU2_L z;RM_R x;RM_R y;RM_R z;RM_L x;RM_L y;RM_L z;P_L x;P_L y;P_L z
01992_01_ECA.obj;;;;-43.9763;40.4702;-41.8093;42.7242;41.8954;-36.2343;-14.457;38.04;-35.2697;14.2599;38.6762;-34.968;-30.1534;44.1213;-30.6575;30.6001;45.4138;-29.121;-30.1043;36.2691;-35.6135;31.0974;36.9721;-33.6601;0.0276881;64.4376;-17.8367;-0.0383037;-11.2588;-20.3635;-17.9482;-2.85801;-21.0133;17.1555;-3.06745;-19.1978;0.0300948;44.6588;-20.1296;0.0318937;-8.20115E-4;-0.0913157;-0.0355025;-25.7283;-19.2037;0.0845909;-32.2328;-26.1112;0.0491233;-42.1564;-26.3996;-25.0204;-32.0011;-38.7267;23.4701;-31.5927;-37.1438;-6.86192;-23.6683;-19.9;7.55814;-23.6256;-20.3756;-0.0310795;-50.0242;-34.637;0.016117;-73.2726;-48.7768;-50.4573;-34.6851;-120.962;53.9229;-33.5787;-119.279;-56.2761;40.0652;-53.879;59.1194;39.2804;-51.1461;-0.0205072;-58.4729;-34.4727;-69.9883;27.6972;-120.261;74.7702;29.3713;-115.9;-82.4096;55.9602;-135.61;87.3355;56.579;-125.403;-71.6325;0.401662;-128.928;75.7493;2.43533;-122.349;-81.3374;37.0865;-148.816;88.0254;37.2176;-143.516;-70.8769;46.3406;-121.435;79.583;47.132;-113.077;-62.86;1.14439;-123.248;68.8857;3.84931;-118.492;-71.5471;37.9244;-120.737;77.48;37.612;-115.457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01993_01_ECA.obj;;;;-46.0911;39.1715;-50.1991;45.6643;38.2821;-50.032;-16.7506;36.4288;-46.1687;15.8705;35.3662;-45.2758;-32.2592;42.948;-42.654;30.8864;41.911;-40.2442;-32.6353;33.662;-44.6258;31.9457;32.1731;-43.5962;0.0544799;59.639;-24.3297;-0.0107202;-14.3564;-18.1777;-15.253;-4.21217;-21.0435;15.0903;-4.84081;-20.6146;-0.0637422;42.1454;-26.1957;-0.0220802;0.010439;-0.0140574;0.020249;-31.0852;-21.7444;-0.0440852;-35.0446;-24.345;0.041174;-42.991;-24.1803;-28.0332;-31.3618;-38.0646;25.7609;-34.844;-39.7155;-8.26177;-29.7468;-22.1398;5.87997;-29.759;-22.1161;-0.0270649;-50.4936;-29.5945;-0.0280962;-80.0737;-40.7576;-62.9167;-41.2064;-113.015;61.114;-39.8285;-116.026;-63.3241;37.7088;-63.2014;62.455;37.0588;-63.7077;0.0134687;-64.4878;-27.5163;-75.0658;22.4184;-127.541;72.511;27.6302;-127.819;-90.0732;50.2988;-141.564;85.0621;55.0134;-146.004;-77.9409;-8.33409;-127.255;75.565;-6.50739;-127.528;-93.4465;24.8616;-159.078;85.3103;32.6757;-161.679;-82.1367;43.8737;-129.893;78.8771;46.5004;-130.645;-70.5582;-5.45987;-121.464;69.5943;-3.92348;-124.3;-74.2374;28.8093;-129.028;73.1313;33.965;-126.676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02003_01_ECA.obj;;;;-48.7276;39.5709;-38.9711;47.5925;35.9123;-36.5281;-22.6901;35.7137;-34.355;22.1533;34.5168;-33.9313;-37.3773;41.5138;-32.6416;37.0241;39.6581;-31.0992;-37.9484;35.1559;-34.9394;37.379;34.1085;-34.0385;-0.043943;54.0388;-7.68242;-0.0653276;-11.9552;-20.8943;-20.1801;-4.04021;-20.3291;20.3943;-5.09552;-20.8295;-0.0890754;38.729;-13.6418;0.0312975;-0.0343209;-0.367708;0.0454873;-31.8385;-25.7698;-0.0967499;-34.4368;-29.9316;-0.10899;-39.1994;-29.1986;-28.3866;-33.8171;-45.6624;29.5573;-33.1153;-45.4212;-4.48118;-31.611;-25.7057;4.9951;-31.8813;-26.1084;-0.0479039;-51.2244;-37.7745;0.0835882;-80.4665;-52.0369;-61.6063;-31.0157;-138.91;75.9951;-31.6783;-121.716;-64.9354;40.572;-54.8272;63.0057;36.8358;-50.584;0.0952083;-65.4182;-35.9271;-75.6194;35.715;-129.336;83.264;31.639;-124.326;-86.6412;64.9755;-135.88;97.035;61.3003;-131.178;-77.1795;1.90441;-139.793;87.1911;1.21085;-137.639;-85.7752;45.2195;-159.392;101.475;46.9666;-151.836;-80.4821;54.3543;-125.541;84.9754;51.3534;-118.489;-72.4426;2.86195;-133.445;83.0555;1.07566;-132.36;-75.8691;44.1574;-128.87;82.2989;40.8938;-122.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02032_01_ECA.obj;;;;-42.5352;35.9486;-38.1829;40.4347;36.5392;-38.6045;-17.269;34.5136;-33.8108;17.4562;36.0955;-35.1013;-32.0763;39.4388;-30.3618;30.4065;39.5381;-31.1081;-34.1691;31.0154;-34.5044;32.2134;31.0947;-34.7541;0.012434;53.1047;-12.4929;0.0227153;-13.354;-19.0335;-20.5539;-2.72099;-22.4554;18.4072;-3.55759;-19.3696;0.099612;40.8954;-16.5565;-0.0459109;-0.115356;-0.0524487;-0.0315319;-30.5133;-21.2722;0.0561238;-36.487;-26.7235;0.0293352;-43.678;-24.9765;-25.6235;-34.323;-41.7472;24.9525;-35.223;-40.8525;-7.64541;-29.217;-22.1476;5.51121;-29.4601;-20.8877;0.0988425;-61.6426;-39.0118;-0.0278757;-83.4578;-57.6572;-66.1415;-28.9659;-116.483;63.512;-26.6731;-117.94;-60.1124;37.3942;-53.572;55.7229;37.9043;-51.7644;-0.0975095;-70.8695;-42.2674;-75.4934;33.8839;-119.175;69.9567;30.9482;-120.75;-93.0247;55.8386;-123.106;88.9292;54.1131;-121.927;-75.2338;-2.3394;-126.084;73.0129;-3.8906;-123.767;-94.2275;29.7314;-144.337;91.6412;29.4585;-140.515;-83.06;49.747;-114.592;77.8969;48.0858;-110.154;-71.9123;-3.45367;-123.101;67.3076;-6.90311;-122.738;-75.7044;35.2169;-118.508;70.4415;33.5111;-114.515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02035_01_ECA.obj;;;;-46.5077;35.5782;-43.0687;43.9883;33.429;-40.1411;-17.9965;32.269;-36.1572;15.6043;32.3088;-35.6679;-33.9446;38.4817;-32.9352;33.3814;38.2133;-30.8224;-33.9908;29.8952;-35.6329;34.348;29.2512;-34.4985;-0.00567745;49.391;-14.9535;-0.0692304;-10.004;-18.2233;-18.8825;-3.46674;-19.854;16.9446;-5.09589;-19.7436;-0.00706913;38.6089;-16.5043;-0.0221972;-0.0384636;-0.134291;-0.0559128;-30.6073;-18.1352;0.0229125;-35.8639;-23.0651;0.0701409;-43.1886;-21.1087;-26.0596;-36.059;-37.3223;26.9811;-35.1683;-35.726;-6.75439;-28.7852;-18.1878;5.48511;-29.1084;-18.165;0.0478043;-56.0892;-29.0049;-0.0892421;-87.079;-43.5669;-60.9686;-33.265;-121.538;66.8297;-29.2527;-121.225;-59.0415;36.5255;-56.6794;57.3864;33.4897;-52.5036;0.0344991;-71.8372;-29.2506;-72.4888;27.4443;-125.188;78.6536;29.3496;-123.527;-78.6873;59.7546;-141.788;92.2763;55.5383;-140.508;-74.3169;-3.83825;-127.141;81.1156;-3.41003;-125.21;-83.0642;37.1008;-158.289;97.7937;34.6211;-151.923;-75.4483;49.2643;-126.461;84.3617;49.5897;-121.654;-68.3667;-2.15407;-123.704;74.6826;-1.15534;-121.059;-73.4879;39.5449;-126.6;82.5914;41.1382;-120.552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02037_01_ECA.obj;;;;-45.9562;43.1623;-44.9071;48.3118;41.1828;-42.8997;-18.2701;39.3145;-41.5952;21.2435;38.7134;-41.7059;-35.0705;45.1161;-37.2289;37.6894;43.3094;-36.9561;-33.8217;36.8648;-40.5394;38.3089;35.3895;-39.5717;-0.00878289;53.5561;-18.9032;-0.0346672;-17.6716;-22.5939;-19.5333;-3.45968;-25.2972;17.2449;-4.98886;-23.515;-0.0510643;42.5792;-23.6408;-0.0658752;-0.0378743;-0.0175813;-0.0770211;-32.8136;-24.9677;-0.0261964;-35.9112;-29.5817;0.0399998;-40.4856;-29.4606;-25.6376;-36.7446;-43.8414;27.737;-35.0465;-40.9717;-7.98715;-30.0998;-25.2516;7.09924;-30.062;-24.0359;-0.0672118;-51.3715;-35.9981;-0.0685526;-77.8008;-41.6976;-60.2473;-30.5206;-134.917;76.507;-27.0132;-124.61;-62.7967;45.5196;-61.0549;66.7833;44.3006;-61.6982;-0.0288452;-65.5768;-32.127;-74.7945;36.4538;-132.767;82.9144;34.8541;-133.22;-91.1905;74.0783;-139.679;100.422;68.6177;-136.947;-79.0699;0.719691;-135.909;90.2028;0.170889;-133.185;-96.6386;50.4252;-158.998;104.773;46.7805;-158.733;-80.8594;60.302;-126.093;86.3169;58.5209;-125.078;-71.8753;-0.0533529;-134.097;82.3447;-0.772587;-131.958;-79.4025;52.2383;-127.181;84.8742;45.8411;-124.458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02040_01_ECA.obj;;;;-44.5853;39.8441;-31.8656;44.1181;41.4606;-28.2265;-18.2611;38.0464;-27.2824;16.4718;38.4188;-26.7606;-32.2252;43.5363;-23.3605;32.1317;44.5942;-23.1179;-32.3522;35.6156;-27.4554;32.0904;37.087;-26.5279;0.083342;56.7836;-10.694;-0.0292495;-10.8699;-19.703;-17.0723;-2.67421;-19.6164;14.9062;-3.94386;-17.3221;-0.0239888;43.5083;-13.9266;0.0798249;0.0947794;0.00966933;0.00822354;-23.839;-23.1946;0.0195482;-27.3203;-27.844;0.0139754;-35.5808;-27.5796;-23.2867;-24.8487;-41.6036;27.8534;-22.6623;-40.2049;-8.28758;-22.0518;-24.172;8.50055;-22.2388;-23.3252;-0.00734295;-46.0744;-37.111;-0.00266085;-67.8764;-50.07;-52.3182;-23.4766;-108.395;55.7098;-23.4563;-108.489;-58.7587;42.1392;-44.7531;54.7088;42.1404;-41.6778;-0.0230864;-52.6502;-37.4453;-72.7519;36.5417;-105.536;74.0327;37.2802;-104.492;-87.1828;65.7909;-113.834;83.8512;68.5972;-112.661;-73.4489;2.77555;-116.29;77.0255;3.26313;-112.278;-88.1201;48.1906;-132.257;86.6912;48.6555;-132.143;-78.3077;56.2957;-102.011;78.0947;57.1561;-102.39;-65.9853;6.26489;-108.087;70.1306;6.07372;-105.359;-76.1943;48.8887;-102.952;71.7245;47.9966;-102.715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02041_01_ECA.obj;;;;-48.7049;42.3515;-32.7341;44.295;43.7481;-37.7744;-18.0501;42.238;-30.0296;16.1519;41.0714;-29.8177;-33.8117;46.2209;-22.0322;33.3135;46.4072;-24.9095;-33.7689;36.9811;-28.1407;34.1436;37.2019;-31.7092;-0.0720294;59.7039;-9.07189;-0.0520681;-11.5846;-18.8717;-18.3546;-4.97077;-21.8328;16.65;-5.0131;-22.6571;-0.0568685;43.1565;-15.2056;0.0634787;0.0370382;-0.0147401;0.0839045;-28.3596;-20.4104;0.0109589;-35.0944;-29.1521;-0.0400394;-46.5232;-28.9225;-26.0281;-33.8713;-39.9709;23.904;-32.6765;-41.6912;-5.8969;-26.3259;-20.3177;7.38939;-25.9487;-22.4981;-0.00494679;-56.6673;-42.375;0.0108614;-82.3742;-58.3026;-65.2491;-20.1962;-119.024;57.5219;-19.3049;-123.694;-63.8701;42.9203;-48.5325;58.5547;42.5872;-51.4231;0.0322714;-66.9344;-46.6148;-79.6722;38.0126;-113.591;70.2108;39.0269;-118.282;-91.891;69.5784;-128.211;85.0078;70.0727;-130.745;-74.347;4.11802;-113.653;66.2101;5.0186;-117.553;-90.6278;43.9989;-147.892;85.1062;43.7441;-148.004;-85.0581;57.9566;-110.873;77.8945;57.2752;-114.977;-74.5293;4.29258;-113.806;65.6986;4.69276;-117.528;-80.3946;46.6428;-111.898;71.5252;45.0249;-118.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02044_01_ECA.obj;;;;-44.4168;38.8375;-38.2678;43.7431;39.1338;-39.3761;-14.8366;36.0543;-34.2812;13.9517;36.0477;-34.6014;-31.3559;43.5636;-27.643;30.8529;43.3412;-29.791;-32.7376;32.5949;-32.7133;30.5235;32.3313;-33.3477;-0.0172038;54.6521;-11.6099;-0.071267;-11.2025;-22.5344;-16.323;-2.71281;-26.7332;14.2547;-4.48404;-25.9254;0.00487128;39.45;-14.3295;0.0217932;0.0647193;-0.0491205;-0.047914;-27.7017;-24.141;-0.0593428;-31.6742;-29.302;0.0318932;-36.2356;-29.3311;-23.2412;-30.8306;-40.1769;23.8471;-30.9935;-41.86;-7.98509;-26.3583;-25.1477;7.30439;-25.9847;-24.1133;0.0607768;-49.2928;-35.7033;-0.0216564;-74.0901;-42.5642;-52.553;-31.4613;-115.39;53.4807;-32.9001;-119.274;-55.251;39.48;-46.2398;57.5249;40.4902;-51.5883;-0.0126064;-60.5955;-33.1541;-73.5029;35.4628;-111.046;72.7668;34.0907;-114.889;-81.2917;68.323;-126.122;80.2472;66.7628;-123.023;-70.5087;2.77125;-123.139;70.6233;0.382859;-124.338;-80.1895;42.3509;-145.067;80.5486;38.1499;-143.199;-77.3357;57.3794;-111.669;70.4631;48.9145;-107.029;-63.6827;3.95778;-117.081;63.8318;1.43188;-117.838;-73.6289;43.3241;-111.621;71.094;38.0407;-110.855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02046_01_ECA.obj;;;;-44.9661;32.7942;-31.779;41.8316;34.9621;-31.7708;-18.1636;33.4369;-28.3562;14.5967;34.4428;-27.9771;-32.1584;36.7367;-21.8133;29.8229;38.9326;-21.3641;-32.6271;27.6323;-27.5089;30.6188;29.6866;-27.1806;0.0137313;51.9282;-10.4936;-0.0823897;-9.57069;-17.8094;-15.8931;-5.7981;-20.2434;14.5872;-5.30111;-19.704;0.0236642;34.5688;-16.785;0.0743485;-0.00436646;-0.0979965;-0.0408227;-22.9825;-18.1842;0.0283953;-30.42;-23.4972;-0.0171326;-39.2491;-26.6728;-24.5386;-28.872;-36.3816;23.7485;-28.6629;-35.2891;-7.18925;-21.4586;-19.1023;3.5366;-22.1463;-18.3681;0.0134798;-44.686;-34.5478;-0.00846276;-74.9394;-49.3049;-58.0228;-32.0943;-114.891;55.0228;-30.6775;-112.637;-60.3573;35.7889;-45.0644;55.2484;35.4429;-45.3475;0.0300334;-56.9129;-32.4463;-71.2748;27.9055;-103.184;66.9706;28.0652;-107.374;-93.171;56.3207;-114.754;82.6752;58.2042;-117.314;-73.111;-5.67779;-113.209;69.9031;-6.14897;-113.688;-89.3301;36.368;-134.758;81.5951;35.8963;-136.694;-75.3096;40.9513;-99.8917;71.1903;44.532;-102.632;-68.2353;-5.10689;-108.81;66.712;-4.79691;-108.842;-73.6667;37.756;-102.002;69.0243;36.7838;-106.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02047_01_ECA.obj;;;;-45.2136;38.1651;-40.2414;43.0745;38.2818;-35.3223;-14.8839;34.9639;-32.9262;13.195;35.2292;-32.8764;-31.969;44.7039;-28.6648;30.1836;43.9429;-27.0838;-31.5066;32.64;-32.4901;30.7598;31.7178;-30.1094;0.0219538;54.0894;-15.7548;0.0162728;-13.9701;-18.4677;-15.8299;-3.93475;-21.0023;14.1347;-4.28689;-19.6458;-0.0398226;42.6907;-17.8293;-0.0843122;0.0393014;-0.0897659;-0.00701037;-23.863;-22.6476;-9.64435E-4;-29.4768;-28.9306;-0.0271796;-39.2928;-28.5423;-22.6313;-30.1269;-40.0519;23.9159;-29.456;-38.5596;-4.9791;-21.9997;-22.3139;5.71227;-22.0047;-22.957;0.00512352;-44.7382;-35.1728;-0.065603;-76.5694;-47.1744;-49.4206;-28.0453;-112.061;58.94;-30.8697;-99.3271;-54.6328;39.607;-50.1291;54.2364;39.1047;-44.1062;0.00141643;-57.7482;-32.7752;-66.6075;33.7478;-106.739;73.6709;30.124;-101.015;-74.2019;64.3901;-123.271;81.3355;61.02;-115.299;-68.7835;3.88062;-111.784;77.5602;0.930276;-105.962;-75.6807;42.6989;-139.004;84.7341;34.3529;-131.256;-71.2185;51.3545;-107.63;77.6324;49.7362;-99.4378;-62.765;4.87069;-108.312;69.0336;3.26936;-100.158;-68.7415;44.0702;-107.667;74.4338;36.7734;-103.142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02048_01_ECA.obj;;;;-40.0732;40.737;-29.6074;38.8525;41.9738;-27.4008;-16.0868;36.7783;-25.0061;15.2411;37.9585;-25.1307;-29.3986;43.6612;-23.6429;28.312;44.6423;-22.4203;-30.2291;35.4944;-25.3836;30.4426;38.1991;-24.7211;-0.0808727;56.0336;-2.28647;0.0222876;-11.6569;-17.7469;-17.2145;-1.74351;-18.252;15.7805;-1.06875;-16.5133;-0.0615149;38.7466;-10.089;-0.0471091;0.0466272;-0.100881;0.0535161;-26.1188;-24.2898;0.0282049;-28.9444;-29.6052;0.0872258;-35.2523;-29.9927;-17.8905;-28.0514;-37.1281;18.9531;-26.3154;-36.3669;-4.83636;-24.2232;-23.0106;5.19505;-23.9419;-23.1776;0.0422021;-40.6313;-37.6968;-0.0160306;-65.2425;-55.0057;-53.9785;-20.5272;-99.4673;52.2181;-18.4677;-104.918;-53.5661;43.6156;-40.9535;49.5717;43.9926;-35.9547;0.0207383;-54.4643;-38.3466;-67.8557;39.136;-101.811;67.3042;37.0592;-99.4335;-79.4092;63.5019;-108.714;79.655;63.3328;-107.408;-69.9168;5.01021;-107.538;70.869;6.79348;-104.733;-80.7464;45.257;-125.382;81.0821;44.9641;-122.53;-71.1666;54.6165;-99.1118;70.7771;54.3471;-96.284;-62.1674;5.5895;-105.381;61.8407;7.41738;-100.505;-69.5272;46.8297;-99.9471;68.92;46.0359;-96.7659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02053_01_ECA.obj;;;;-42.197;36.6973;-34.4271;42.0486;34.8945;-32.0631;-19.5564;33.5899;-29.1207;18.3952;33.148;-28.7323;-33.9108;39.3464;-27.7108;34.424;37.8803;-26.6902;-34.1175;31.5609;-30.344;34.6301;29.7716;-29.1986;-0.00987157;52.7248;-7.78796;-0.0840232;-12.6989;-20.7146;-17.008;-1.38371;-22.0602;15.455;-0.774717;-20.2979;0.0225892;37.8203;-12.7592;-0.0245169;-0.0665534;-0.094399;-0.00196413;-24.9281;-21.6182;-0.0416478;-31.6757;-28.1773;-0.0845767;-42.0821;-28.8826;-23.971;-30.1588;-39.8834;24.9715;-29.7553;-38.2487;-4.67682;-24.9019;-22.5225;5.01729;-24.3918;-22.3262;0.0731596;-48.7351;-37.3865;0.100951;-71.6872;-52.3575;-57.2714;-19.2841;-116.26;57.9668;-22.1458;-114.222;-58.9716;38.7957;-48.8618;58.1929;36.4685;-43.6239;0.0821871;-61.0738;-39.361;-69.8683;33.6311;-115.963;72.0097;28.5955;-116.784;-84.2457;60.7026;-121.977;85.3688;55.6767;-126.962;-72.6199;7.23653;-120.942;73.4043;0.432329;-120.929;-84.4117;41.9953;-141.313;81.513;37.8785;-145.069;-75.9922;51.9392;-112.823;77.4629;48.2352;-112.048;-66.9641;7.69478;-117.04;68.5727;1.47102;-115.929;-72.4773;43.09;-114.497;74.1719;36.7605;-113.468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02055_01_ECA.obj;;;;-42.8373;29.3625;-35.1044;44.664;29.204;-31.8845;-17.5062;29.9829;-31.8591;18.3323;30.4808;-30.5117;-32.9347;32.623;-28.3916;35.1265;33.0279;-24.9815;-34.2113;28.0263;-32.9357;34.429;27.8955;-29.7572;-0.096444;49.2302;-12.4184;-0.039416;-11.9791;-17.4383;-17.5038;-4.92177;-18.6366;15.8795;-4.91779;-16.6883;-0.0387422;38.1331;-15.133;-0.0138049;-0.0572481;-0.0139298;-0.0395278;-26.2293;-19.3124;-0.0763254;-32.4148;-26.1368;0.0302439;-41.1898;-25.1023;-21.6779;-33.7411;-35.5557;23.2313;-33.5138;-34.4241;-5.9068;-24.9143;-19.4256;5.07459;-24.3975;-19.3821;0.0384661;-48.5732;-33.9935;0.0701833;-74.5004;-46.6811;-53.3224;-24.7049;-108.983;59.8776;-26.6998;-103.571;-55.7205;33.7789;-53.6842;59.3631;35.0696;-50.4743;0.0525514;-61.2388;-34.7636;-65.243;25.0006;-116.549;69.4097;27.2533;-111.077;-74.3514;48.9803;-129.763;81.0342;47.8816;-121.496;-69.9098;-0.772862;-119.36;72.1071;-3.58645;-111.204;-78.6008;24.4869;-143.219;85.8522;25.3491;-136.961;-65.6723;41.0133;-116.362;73.6103;44.2287;-111.679;-61.3874;-0.534474;-114.93;67.5313;-0.817562;-109.59;-64.9057;26.59;-116.335;69.88;32.0783;-111.112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02057_01_ECA.obj;;;;-42.2468;38.821;-39.2107;41.6448;38.4517;-37.3497;-15.6525;33.5222;-35.4476;16.3777;32.8013;-35.7455;-33.0716;42.6012;-31.6802;30.8017;42.1058;-30.258;-33.2848;32.7065;-34.4549;31.2785;31.4895;-33.2257;0.0326522;58.27;-16.4668;0.0337171;-13.755;-17.321;-17.7756;-0.956662;-20.9127;19.0255;-2.24459;-20.0689;-0.0514911;40.746;-19.6934;-0.00654285;-0.0675874;-0.00715279;-0.0332174;-23.1448;-16.8297;-0.0275787;-30.2858;-19.8291;0.0218469;-40.2577;-19.4669;-25.5956;-29.4535;-35.1197;25.2103;-28.9504;-33.7982;-5.70655;-22.5922;-17.5965;5.68809;-22.802;-17.6437;-0.0928252;-47.1326;-26.5108;-0.0776664;-73.2637;-41.0879;-57.6088;-23.0198;-118.048;64.4569;-25.2275;-107.572;-55.3181;42.1163;-51.0622;54.3425;40.2136;-48.496;-0.0586347;-60.301;-25.9366;-69.9631;31.4524;-124.887;73.9765;31.6948;-120.817;-84.0281;54.5337;-139.075;90.1209;57.4401;-132.259;-72.9453;-1.48099;-119.65;78.3011;0.993812;-112.226;-83.1919;32.7871;-152.962;90.4416;31.9105;-143.63;-76.5008;47.6845;-126.55;83.6329;51.6679;-120.247;-67.504;0.495074;-116.71;72.9154;2.83341;-110.832;-72.9487;38.2484;-126.199;78.8171;42.1759;-118.765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02059_01_ECA.obj;;;;-44.2319;44.1296;-41.1341;40.387;41.2707;-41.3161;-17.9682;39.363;-37.497;15.2086;37.8267;-37.5205;-31.7553;46.6224;-33.0593;30.1926;45.9152;-33.2036;-32.6888;38.4958;-36.0196;30.6996;35.8874;-36.3328;-0.0430822;54.0745;-15.5227;0.0168189;-10.9244;-16.8386;-18.4467;-0.512093;-20.6611;18.2092;-0.459812;-21.8893;-0.101722;43.2902;-18.6992;-0.0132941;0.129189;-0.220887;-0.064933;-28.2596;-24.0678;0.0473378;-31.5762;-28.3558;0.0922269;-38.5334;-27.8914;-27.6362;-29.3682;-41.1404;23.8938;-29.3391;-41.8108;-6.5096;-25.7323;-23.1802;5.82103;-25.6915;-23.6571;-0.105651;-52.1163;-37.6733;-0.0800165;-72.7101;-55.9762;-58.8641;-36.2964;-115.124;59.9667;-31.1539;-118.079;-57.4918;45.7433;-49.4619;53.8239;42.8497;-50.9113;0.0185747;-59.5591;-38.5325;-75.0141;38.5087;-121.555;72.8664;36.9494;-122.552;-88.9462;67.0261;-131.809;86.9858;64.8741;-133.247;-76.4956;6.92464;-124.674;74.0748;4.76297;-125.994;-91.827;54.5451;-149.396;87.3327;46.6887;-150.371;-79.9096;58.9925;-118.925;76.2429;56.2314;-120.175;-69.9976;6.77949;-121.898;67.5824;4.66339;-122.652;-79.037;52.2838;-118.919;77.4855;49.019;-119.555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02061_01_ECA.obj;;;;-39.878;42.9312;-30.8895;38.6436;41.8923;-30.5443;-15.5528;40.2874;-26.9576;13.6295;39.8254;-26.8346;-27.3072;46.2857;-24.7697;29.6269;45.6692;-24.2011;-29.852;37.5476;-26.9952;29.233;36.4889;-26.6423;-0.0236047;59.1572;-4.54519;-0.00738347;-11.8833;-20.85;-17.1757;-1.30907;-18.5757;14.4591;-0.508671;-19.6005;-0.0240621;43.3558;-12.4342;-0.113274;0.0381151;-0.330399;0.0873834;-24.8015;-24.4869;-0.0234792;-28.6429;-29.3901;0.0275712;-37.5342;-29.5588;-23.9089;-27.4511;-40.8606;20.2638;-24.0458;-42.5349;-4.28471;-23.3781;-23.7799;4.57507;-22.3467;-24.2277;-0.0722646;-45.7975;-39.3504;-0.0437262;-70.9353;-57.4726;-52.1952;-19.3775;-113.426;50.5279;-20.3485;-108.845;-52.0933;43.7981;-38.263;51.2715;42.2283;-40.2668;0.0378982;-57.7973;-41.3804;-71.4799;40.0737;-107.04;68.647;38.3078;-109.814;-85.9977;64.4494;-115.514;84.1201;61.4438;-118.945;-61.787;9.2744;-114.298;58.196;4.66635;-115.528;-88.4756;48.1586;-131.958;84.9064;48.2722;-132.546;-78.8159;58.501;-106.249;77.0733;52.4458;-106.059;-62.4513;9.5427;-113.722;58.8356;5.25413;-114.363;-76.6469;51.2923;-106.142;68.2474;47.3519;-110.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
